00370a19 g_flMaterial1EmissiveLevel
c268c356 g_flVignetteStrength
c270e656 g_flLayer4Metalness
c27bf1e0 g_flIOR
c28c4b09 g_nNumExplosions
c2cd6ceb g_vLowEndReflectionDir
c2f581c1 g_tLightBuffer
c2fdb9b2 g_flBorderTintStrength1
c30d0fdc g_vNormalTransform2U
c3161257 StencilPassOp
c3202547 g_tReticuleOffTexture
c383c602 TextureColorBlood
c3c6d94f g_vInkColor
c3c8cccb g_tFow
c3d833e8 g_flFrondPivotLength
c41e9180 g_flFogStrength
c42c1d85 TextureSpecularExponent
c42e2428 g_vMoonConfig7
c43e675e g_flAccentHologramPatternOffset
c442a9fc g_flAccentEffectPatternParallax
c4736042 g_flColorHatching
c476a893 g_vLayer1BorderColor
c49a6b3c TextureMaskB
c4a12b39 g_tLayer0Roughness
c4db7601 g_tLayer1Color
c4e5c9cc DepthWriteEnable
c508bfe0 g_tLightmap1
c538a871 TextureDetailMask
c548c0a6 g_vWireframeTransparencyModulation
c54a704d g_vCameraPosWs
c55841ad g_vTexCoordScaleByModelU
c584c020 TextureNormalB
c587ca2a g_nFogClipmapTexelOffsetZ
c596f30a g_flVrFoveatedBoundary
c599c5fe g_tNormalB
c5a35be5 TextureSpiralAlpha
c5ad59af QuarterResOutputTexture
c5b9052b GradientFogConstantBuffer_t
c5e29c4a g_flSprayLuminanceOffset
c5e8c62b TextureRandom
c5edfd19 g_vTexCoordTransform2V
c61364f8 g_matInvLightViewProj
c6205f7d g_vFresnel1Color
c623cd31 StencilFunc
c668b1e0 g_tTexture2
c67aaada g_flAlphaOutputMaximum
c68c5e48 g_flColorWarp1BlendToFull
c6a0d596 g_vColorCorrectionWeights
c6a63e43 g_flDecalSize
c6b3a79a TextureScrollSpeed
c7205562 g_vGradientTopColor
c74b2ee4 AllLights_t
c74ee7f8 g_vOutlineColorB
c768555e g_flInteriorRefractRoughness
c77fa612 g_flDiskBlur
c78e2358 g_flFresnel1Power
c798f925 g_bWrinkleOverride
c7997f1e g_flFresnelModulatesAlpha
c79af6d2 g_flTexCoordScale3
c7d6fd54 g_flAnimTimeScale
c7f2df2a g_tColorCorrection3
c7ff3d64 g_flRetroReflectivity
c805c2ce g_flNormalTexCoordRotation0
c815a43a g_flBloomPower
c81f204c g_flHealHeightAmount
c824ddea g_flSparklyBrightness
c836f176 g_vBasisZAxis
c85e0b94 TextureBloodAndEyeMask
c8717020 g_vInteractionTriggerVolumeMins
c8fa33f7 g_flAmbientOcclusionDirectSpecular
c9212c1c g_vNearPlaneRight
c93881e7 g_flLiquidEmissiveStrength
c9415270 g_vLowEndReflectionColor
c98a580c g_tBackgroundEffectNoise
c992548d g_flGhostCorrectionForeground
c9a0588b TextureBlendMask
c9ba92d8 TextureSquishColor
c9e6f64a g_flSecondSpecularLobeGlossiness
ca05f919 TextureReticule
cadad28c TextureFlow
caf91516 g_tSkyRadiance
cb1fa381 g_vFresnelFacingScaleAndBias
cb296e69 g_flDiffuseNormalBlur
cb3a148c g_vExplosion02
cb585037 g_tTextureLayer4
cb8ce2fd TextureAccentEffectNoise
cbab8786 g_tBlendMask
cbb2d963 g_tCubemapArray
cbfa5f68 g_flTravellingWindMagnitude
cc4703c5 TextureInteriorCubeMap
cc7d7981 g_vLayer2GlossinessRange
cc883477 g_flBackgroundBrightness
cc953373 g_flCubeMapScalar
cc972522 g_vNPCVelocity09
cca882ff g_flNormalTexCoordRotation
ccca1260 g_flFogDetailStrength
cd38a5c7 g_vDetail1ColorTint
cd7f0ce9 ExternalTestCB1
cd8dff76 VignetteConstantBuffer_t
cd9ea249 g_tNormalSpecularMask
cdb364fb g_flLayer1EdgeStrength
ce269d69 g_flLayer1BorderSoftness
ce68b420 g_vSnowColor
ce761aee BlendOp
ce84f5ff g_flRefractTintAmount
cebc06ea g_flWindAnimationRate
cebf8b8f g_vDofLerpScale
cec970ab g_tUnwrappedRadianceCoeffsB
ceee31c0 g_vXenWorldSpaceMotionScale
ceef1f32 TextureHeightDecal
cefd424c g_flCubeMapPowerRefract
ceff103a g_flBackgroundEffectPatternParallax
cf3cbb40 g_nFirstView
cf466228 g_tInputShrunkAndBlurred
cf5d01bd g_nJitterOffset
cf5f8f2d g_flBubbleDepthFalloff
cfa3fc0d g_tInteractionVolumeMap
d001bba2 g_flHDRScale
d02f1be1 g_flTravellingWindSpeed
d0509e45 g_flTintMaskContrast
d082ea36 g_flWindFlexibility
d09d712d TextureNormal0
d0b75ab9 g_flOutsideWallTintHardness
d0faa4ae g_flFalloffInscattering
d14943e7 g_flGhostCorrectionBackground
d16db337 g_flSkinSpecularExponent
d173f3da g_flScroll2Y
d17956d2 g_flNormalTexCoordScale3
d1b4e018 g_flGradientColorMultiplier
d1e87839 g_flSpiralInflateSpeed
d1ff23d2 g_flParallaxStrength1
d232ec55 g_tLightTextures
d2339e0d g_vNormalTransform1V
d2f942c3 g_tPagedRadianceCoeffs
d305449c g_flBackgroundBlendSharpness
d319416e g_flInsideWallReturnMaxAngle
d33a707f g_flLiquidInnerGlow
d33dcf86 g_flNormalTexCoordRotation3
d3b191ba g_tLayer4Normal
d3b6c009 g_ArrayIndex
d3b71d7a g_flKawaseStep
d3e8e8ac g_flTexCoordOffsetV
d4285d51 TextureShadowFalloff
d43f1c22 BakedLightingConstantBuffer_t
d44a75cf g_vTexCoordOffset3
d450ca42 TextureGradient
d47da319 g_flAnimation1Strength
d4bd94b3 g_vOverrideColor
d4e39aef g_vGradientBottomColor
d51e75cb g_vSheetDataIndex
d52f1d57 g_vWindStrengthFreqMulHighStrength
d557a6ea g_vNormalTransform0V
d59b77f5 g_vHorizonColor
d5a08972 g_flDiffuseWrap
d5a96835 g_tSpecularDirt
d5bd8818 g_flOutlineDepthTolerance
d5c19743 g_flFadeEndDistance
d5d2cdb8 g_tCb
d5e2d46e g_vDetailTexCoordXform
d5e52d0a g_flSelfIllumAmount
d61afe63 g_tLightmap
d645452b g_flCubeMapScalarInterior
d66ffeb0 g_flTexCoordW
d6ba1c9d g_vInvSsaoTextureSize
d6f7db6a g_flWindSpeed
d711c477 g_flBackgroundAlpha
d71a767b g_tVrLightCookieTexture
d7255292 g_vMoonConfig1
d72fcd90 TextureNoise
d76358a3 g_flLowEndReflectionPower
d76c4cd5 g_tLowResGBufferDepth
d77c983d g_vNormalTexCoordScale
d7b53b76 g_vTexCoordTransform0U
d7c81a30 g_flAmplitude
d7fb172a g_tLayer3GradientReveal
d800a9c0 g_tTexture0
d808b5cc BlendOpAlpha
d81cd64e g_flVSYNCJumpScale
d8a006f1 g_dotaGlobalDescSet
d8c16243 g_flFilmGrainIntensity
d8ce7acd g_flRefractAmount
d8dd8944 g_flSelfIllumFlowAmount
d8f5d660 TextureNormalA
d91db8ce SpritecardSheetData_t
d925d363 g_flLowEndBumpStrength
d9372b69 g_vPremultipliedXenHandColor
d93f39cf g_bTintSelfIllum
d946bbbe TextureAccentEffectNormal
d952e1b3 AlphaToCoverageEnable
d954f26b g_flWindAnimationAmplitudeZ
d9931b9d g_vLayer4ColorTint
d9953b46 g_flColorSteps
d9ca66ed g_flRefractBlend
d9cd1504 g_flLiquidBackFade
d9cd1a52 g_flNormalizeColors
d9e024e5 TextureFresnelFacing
da09e2ff g_vFogBoundingBoxInvMinScaleWithBias1
da3cd0ae g_vColorTint0
da46b31d g_flHueNoiseScale
da46dde6 OutputTexture
da701ef8 g_flAnimationAmplitude
da7ac949 g_vDofEqNear
daa70b10 ScreenSpaceReflectionConstants_t
daadb3bf g_vOccludedColorB
dac54ff7 g_flMetalnessBlendToFull
dad5e877 g_tSource
db24f53d g_vNPCPosition03
db3f398b g_tMaskParameters
db6255df g_flScrollWaveSecondsPerCycle1
db95a950 TextureLayer2Reflectance
dbb2cd88 TextureReflectance2
dbb7723b g_tCubeMapReflect
dbdb841d g_flBorderOffset3
dbf63a0a g_flScrollWaveSecondsPerCycle3
dc005083 g_tLayer4GradientReveal
dc14eb53 g_tSpecular0
dc466978 PerViewLightData_t
dc8b3198 g_flLiquidLevelHeight
dc910db4 g_vSkyColor
dca70409 g_tColorWarp3D0
dcdad520 g_vLayer3ReflectanceScaleAndBias
dcf4595c g_vUnNormalizedBloomStrengths
dd138524 g_vNPCPosition05
dd141e78 g_flBranchDeflectionEnd
dd16fb4d PerBatchLightProbeVolumeConstantBuffer_t
dd184e44 g_tColorWarp
dd27ffda TextureReflectance1
dd35df32 DepthBiasClamp
dd8b93de g_vNPCPosition01
dd93edbc g_tLightmapIrradiance
ddd5c646 g_vHeightColor
dddb8ce7 g_vInvRenderTargetDim
dddcd398 g_flDirectPlayValuePass1
de134985 TextureLuminanceResponse
de1b7fc0 g_vInsideWallInnerTint
de5e81a5 g_vNPCVelocity03
de7cda9c TextureWindMaskHigh
de97c35a g_tRoughness
dea47dfa TextureNormal2
dea6bdc9 g_tLayer3Normal
ded0b405 g_tFogVolume
def07e73 ComparisonFunc
def29a58 g_flNormalTexCoordScale2
defda33c g_vAlbedo
df5e6f18 g_tRSMAlbedo
df690c48 g_flMeteorBloomSaturation
dfd86ea7 TextureFresnel1Color
dff861f8 g_flRedShift
e0198b19 g_tCubeMapSeparateMask
e03188c2 g_vTexCoordTransform1V
e0a62807 g_tMask
e0aeda0e g_tFlow
e0b8c413 g_vSunConfig1
e0b90b5e g_flLayer1BorderOffset
e119389a TextureRevealMask3
e12ec818 g_flVignetteVerticalFade
e143090b g_flAnimationRate
e16f803c g_flReflectionAmount
e197b91f g_vSunConfig7
e1afcd08 g_flFadeOutValue
e20312df g_tTextureAoConeLUT
e2052214 TextureBackgroundHologramLookup
e20e2410 g_tTintCycleLookup
e249fdae TextureReflectance0
e28ab36a g_vSrcViewportRect
e2abdf02 g_flInsideWallReturnMinAngle
e2e08370 g_flLayer3BorderStrength
e30f8af3 HandInteractionGlow
e311fe38 g_vNearPlaneTopLeft
e33cef7c g_tOutputInteractionTriggerVolume
e33ea8a1 g_flAnimation1Scale
e343bc75 TextureSpecularMask
e345db33 g_flDiffuseModulationAmount
e34e025d g_flReflectionStrength
e3574deb g_vBackTexCoordScale
e36b148f g_flXenRepulsionEnd
e3a962d4 g_flSelfIllumScale
e3c8cc34 g_vWrinkleScaleOffset
e3e54b1a g_flForceFogStart
e4110b78 g_bRespondsToXenExcitation
e41f2022 g_flTransmissiveSoftness
e431eb1e g_flXenHandGlowStrength
e448b624 g_vOutsideWallTintOuter
e460ddc4 _BindlessFastCB_VS_t
e46d252d DepthBias
e47a5787 g_vTexCoordTransform0V
e48e3b3a Filter
e4954aad g_flExponent
e49e7596 g_vColorTintD1
e4ac173f g_flGlossiness
e4c7733b g_vNormalTexCoordXform
e4d6fb43 g_flAnimationTimeOffset
e50f5df7 g_bColorTintAffectsLighting
e515a978 g_vInteractionVolumeExtents
e5488744 g_flNormalTexCoordScrollSpeedY3
e54ad1ba g_flOpacityMaskOpacity
e5589669 g_flDissolveEdgeSharpness
e57d14a7 g_tLayer2Color
e5d92597 g_tHorizontalJitter
e5faf93b AnimationTexture
e600e2d5 g_tEmissiveGradient
e62eb97f TextureEmissiveMaskA
e6468957 g_flFogSpeed
e64d5539 g_flWindAngle
e67e163f g_nScaleTexCoordVByModelScaleAxis
e6865718 g_flSelfIllumFlowPhaseDetail01Strength
e6a2330f TextureColor0
e6a58651 g_vDetailTexCoordOffset
e6e5e816 g_flNormalTexCoordScrollSpeedY0
e6f5bd84 g_tColorA
e70e2e0a g_flSprayMaskStrength
e71ec8d2 TextureLayer3Normal
e721cd57 g_tWarpTextureRedGreen
e755eb2a g_tSkyTransmitterPositions
e77ee946 SpritecardVertexControls_t
e79304e4 g_flLayer2EdgeOffset
e7ade190 g_vXenGlowColorPower
e7f0d320 g_flPanelUVScale
e813304c TextureMetalnessA
e8784546 g_flFlickering2Speed
e88adaf2 g_vVignetteColor
e8a2551e g_flLuminanceMin
e8ff8e70 g_tFresnelColorWarp3D
e9097b09 g_tVrShadowMaskBuffer
e95dbe2d g_bLayer2PunchIn
e961fa42 g_tSheetTexture
e96404d4 g_tAccentEffectNormal
e9735318 TextureTintMask2
e98fd001 g_flParticleSharpness
e9928d18 g_flBrightness
ea0dd68f g_flBubblesMinimum
ea0e62d2 g_flPatternType
ea2dee99 g_flColorFlowUvScale
ea67d9e9 g_vColorTintB1
ea8777ad g_tLayer1Normal
ea8d576d g_flDustForwardScattering
eabe4bfe g_tTextureSplats
eb1d86ee g_vMyCameraDirWs
eb4ddffd g_vWindOffset
eb519419 g_tIris
eb6dd630 g_flBorderOffset2
eb75dbf2 g_vSpiralUVScale
ebca7787 g_flBlueShift
ebcd4557 g_vTexCoordTransform3U
ebe2e636 g_flBaseAlpha
ec012fad g_flBias
ec18b53a g_vRoughness
ec4009ec g_vLayer4Scale
ec73589a g_tCacheShadowTexture
ec7bc445 g_flFadeMode
ecd9b95b g_tPushTexture
ed1365e5 g_vAmbientOcclusionColorBleed
ed31aaed g_flAlphaTexCoordRotation
ed368c11 g_flLayer1EdgeNormalSoftness
ed5364f9 g_tBaseTextureNoSRGB
ed73e646 TextureDetailBlendAndSpecMask
edbfb168 g_flXenGlowUserBrightness
edc5067d g_tNormalMap
edce3167 g_flAlpha
edf1282f g_vMoonConfig3
edfada09 g_flFalloffFinal
ee6b9831 TextureGlassiness
eeb431fd SkyConstantBuffer_t
eef2f434 g_vNormalTransform3U
eef81ec6 g_vNormalizedUvToColorBufferUv
ef3407b1 TextureDetail
ef43cb70 g_flWrinkleOverride
ef5e4411 g_tFogIndirectVolume
ef903e62 g_vSunConfig2
efa58a7f TextureDecalIDMask
efbc63ac TextureFresnelColorWarp3D
efbe8f7e TextureSelfIllumMask
efcda332 g_tSkewBrightness
efd15154 g_flNoise
f01b3b78 g_vFresnelFacingRange
f04569dd g_tTransmissiveColor
f0569253 g_matWorldToMarkerTextureRow0
f05cc739 g_vColor
f062f213 g_flBranchAmp
f07d2eb7 g_flWorldPositionScale
f0a0c038 g_vProjectionArea
f0b64d73 TextureStretchNormal
f0c3e2f7 g_vInvTransmitterPositionsSize
f0c44f10 g_tCopyColor
f0cee46f g_flDissolveEdgeDetailStrength
f1437c6f g_flColorWarp0BlendToFull
f15cc3ce g_tRotationKeyFrames
f162e85d g_tHandInteractionGlow
f187fd7f g_tStretchAmbientOcclusion
f1e71bc0 g_flSelfIllumCustomFlowTimer
f1ee5fc2 g_tQuadOverdrawUAV
f20585cb g_flNormalTexCoordUScale
f2428a6a g_vFoamColor
f2920951 g_tEnvLightProbes
f2ba3976 g_vMatRow1
f2cb666f g_flDetailFrequency
f2e53ac9 g_flHalfLife
f2ec8d0a g_flTintCycleSaturation
f2fd8725 g_vInsideWallOuterTint
f3209a6b g_flWorldSpaceFlowScale
f320ac56 g_tGlassBackfaceDust
f322b895 TextureParallaxMask
f3293e0b g_vRefractionTint
f34e56a0 g_vTransmissionColor
f39c3f28 g_nFogClipmapTexelOffsetX
f3a3d01c g_tVrShadowCacheMasks
f40158a9 g_tCubeMapRefract
f407b9e2 g_vInvScreenSpaceTranslucentTextureDim
f42b2788 g_vBlurTint3
f43495d9 g_tCutOutDecal
f43a82ad TextureWindRandomNoise
f43bbde1 g_flLuminanceMax
f43e287e FillMode
f44a009d g_vSunConfig6
f4567ee2 g_flCubeMapScalarRefract
f4836903 HighQualityShadowsConstantBuffer_t
f4a03eb3 g_vSplatTextureDims
f4c18178 g_flInsideWallMiddleMaxAngle
f5519844 g_vSelfIllumMaskUVScale
f55fc0a3 g_flErodeAlpha
f5610fb0 g_flFresnelGlassThickness
f562f7c5 g_tTint2Masks
f57af64d BindlessFastPathPushConstants_t
f59bba90 g_bLayer4Mod2x
f5c4ac15 g_flBranchFrequency
f5e7cd83 g_tFrameBufferCopyTexture
f63b2b0a g_flCubeMapRadius
f65e42a2 g_flBaseFresnel
f67addcf g_flBubbleSpaceScale
f6886b1b g_vEmissiveTint
f6952dc6 TextureRevealMask2
f6c26d0a g_vNPCVelocity01
f6f4b1b6 TextureLayer4Color
f6fe6d38 g_flBubbleSpeed
f737903f TextureTintMask0
f76469d0 g_vDofRowDelta
f77e7e12 g_vBoundingBoxBiasScale
f78364d3 TextureClearCoat
f7ccfd1a g_flColorExpBlue
f7f7d243 TextureTint2Mask0
f81834c3 g_vColorTintD2
f82c6ddc TextureLayer1RevealMask
f85952c3 g_tGlassiness
f86fb3a4 g_flInsideWallInnerMaxAngle
f884d135 TextureLayer3Color
f89165bb g_flAccentHologramNoiseOffset
f89cc76b g_bMaskCubeMapByMetalness
f8ad13e8 g_flDissolveEdgeDetailOffset
f8d07058 TextureHeight
f8d29303 g_flColorWarpBlendFactorFromCode
f8d68bd5 g_vRadiusConsts2
f8df73f9 g_vMembraneColor
f8ec6643 AddressW
f8f03b16 g_vRoughnessScaleAndBias
f8f8073e vWarpTexelSize
f90ea3c9 g_vNormalizedBloomStrengths
f9287688 TextureLayer1Glossiness
f93131c1 TextureLayer2RevealMask
f947b483 g_flPhongBoost
f964af07 g_vBlurMultiplyVec
f9691389 g_tInputInteractionTriggerVolume
f9726099 PerViewLightingConstantBufferVr_t
f9a1ff58 g_vColorTintB3
f9b530c2 TextureBloom
f9bd3506 TextureFilmGrain
f9c5be2b g_flLineWidth
f9e05648 g_vColorTint2
f9ec81d9 g_tOcclusion
fa076ba4 g_flSprayClipValue
fa1862a1 g_tSceneNormalSpec
fa25e390 TextureHatching
fa30ae8c TextureAccentEffectPattern
fa81186c g_flRotateHatchingByNormal
fa85f96d g_vBasisYAxis
fa9193b5 g_flTexCoordScale0
faa7f172 g_flFogMaxDotStart
faaf09f7 g_tTextureLayer4Clamped
fac6325a g_flLayer4BorderSoftness
fb48b590 g_tNormalBlood
fbd4f960 g_vColorWarpUvBias
fbddee4f g_flSprayLuminanceStrength
fc14fec3 g_flDepthDeltaScale
fc2381ad g_flFace1Displacement
fc33ce2a g_flFlashlightAnimationSpatialVariance
fc6f5a9a g_flBlendNormalX
fc6fdf8f TextureParallaxMask3
fc7b3fe9 g_tMetalness
fc7d5edc g_flSpiralAlphaMax
fcf73656 g_vReflectionTint
fcfa4306 TextureColor
fd13ec38 g_fInvLightRangeForSelfShadowNormals
fd17f4dd g_flMaskMinimum
fd2a3b18 _BindlessFastCB_PS_t
fd54dcb0 g_tDecals
fd5a281e g_flWarpSpeed
fda19611 g_matWorldToMarkerTextureRow1
fdf004d0 ColorWriteEnable0
fe05fef8 TextureRimMask
fe3ec47c g_flFadeFromBrightness
fe547d8e g_flAngleBias
fe7ba48b g_flInsideWallInnerMinAngle
fea8eb0b g_flTexCoordRotate2
fec18475 TextureSelfIllumFlowPhaseDetail02
fed7a6bc g_vHandPosition2
feef93fc g_tTex
ff8bc7a1 g_vTexCoordTransform3V
